,epoch,train_loss,dev_loss,test_loss,train_ppl,dev_ppl,test_ppl
0,1,6.136489918686652,5.668232577259287,5.652177408270729,281.5372494508977,289.52237349578917,284.9111588304065
0,2,5.429926162706965,5.345952371108734,5.321573928918157,184.05949894653133,209.75755653957165,204.70582098332508
0,3,5.129622499958744,5.191497892045656,5.166165934614095,143.21193223830414,179.73757888533163,175.24165982303055
0,4,4.914933791395998,5.0894583900301,5.0564498657945,116.61799017766859,162.3019338987224,157.03204075906672
0,5,4.744488738620924,5.072392929127006,5.041214446813945,103.47270208144504,159.5556763160302,154.65772460206668
0,6,4.598393871966073,4.9982785987555935,4.965483936006797,85.80032466319217,148.1579002702793,143.37791922461594
0,7,4.467352242850985,4.993206279855981,4.975318698339721,76.41529498712869,147.40829886846115,144.79496371018323
0,8,4.347600028215069,4.970457534584103,4.938156050538888,66.61033566618931,144.09279973037462,139.5127577575417
0,9,4.236902295700617,4.982805188614328,4.949488204981075,59.7163987773607,145.8830376432868,141.10272976426262
0,10,4.1306791875065505,4.980404931453331,4.948183241701385,53.18979213911414,145.53330073468496,140.91871597498874
0,11,4.030729535347502,5.001599910154585,4.967725037022207,48.1593329004516,148.65079687174853,143.69960395432543
