,epoch,train_loss,dev_loss,test_loss,train_ppl,dev_ppl,test_ppl
0,1,6.714268740525328,6.31242316801925,6.293794413241716,563.7472110692731,551.3794163076587,541.2029857789149
0,2,6.140333416287813,5.957082401952515,5.925449503765381,389.0400823741469,386.48088183488136,374.4467127440926
0,3,5.833393963354859,5.781833419442126,5.741242219675953,319.9526398538678,324.3533212906407,311.451061415871
0,4,5.6082221089395565,5.541822659080214,5.525037459164347,247.6321456667302,255.14261391505343,250.89573618943544
0,5,5.443193201855564,5.477925365874503,5.446088217275467,225.681499935378,239.3496290164005,231.8494450533139
0,6,5.3081355659170635,5.3411982015378605,5.3050186193497435,189.29594024196655,208.7627002785141,201.34475128713854
0,7,5.198716506370709,5.259328780111255,5.237358301673785,170.20258903399173,192.35233724230582,188.17235065638184
0,8,5.101821027292283,5.208586070964004,5.183882824615637,156.91539973797256,182.83535912268295,178.37406332298357
0,9,5.015843181897138,5.15335458722164,5.127164503131793,144.35025074995346,173.01089808447443,168.5385493466627
0,10,4.938938621665431,5.088819143233236,5.061671456811927,129.62415679684003,162.19821606153226,157.85414232373202
0,11,4.868592224913393,5.034292667137999,5.010143226932225,119.23210012072795,153.59091427952106,149.92620808217424
0,12,4.801574813068191,5.024602729546988,4.997720770729258,114.91872822677972,152.10981537254375,148.07527668820293
0,13,4.738179207533162,4.985261446550025,4.955616774277352,105.57255291081584,146.24180444370597,141.97014290733927
0,14,4.680208077921611,4.937899635901318,4.913046623749508,96.57553983037312,139.47698923030788,136.05328680638235
0,15,4.620434321514913,4.989185829341437,4.956844941056436,98.86290109869321,146.8168408579536,142.14461303775815
0,16,4.567079516626389,4.91693684572116,4.895946122956628,88.01592187876491,136.58359513178237,133.7464873940192
0,17,4.5170462877871085,4.905883841088489,4.881124832814148,83.37261448478941,135.08224850246089,131.77880967992223
0,18,4.46046853665378,4.881579289827212,4.859431028611572,77.89832496300319,131.83871109443254,128.95081190840588
0,19,4.412283486718775,4.877767657759447,4.859130359729134,74.67278695916272,131.33714693172487,128.9120462400071
0,20,4.364591101523326,4.87300465070722,4.855785810990908,71.08681602647225,130.71307458498464,128.48161382075025
0,21,4.317412825730129,4.877236451600014,4.8520949238760664,67.685317256551,131.26739835738866,128.0082767420095
0,22,4.268054023188659,4.881506536684011,4.859407132504941,65.03838796623899,131.82911976270879,128.94773052287115
0,23,4.226567859151589,4.865378348253924,4.843970222794637,60.48790360012254,129.72000866721703,126.97246130085729
0,24,4.182183633216436,4.861445738419431,4.83767860756977,57.147458534814035,129.21087225899208,126.1761072338172
0,25,4.136901702672248,4.8742140191033885,4.847833639799349,55.07752875480123,130.87125047353538,127.46395768337915
0,26,4.093359436146109,4.87745299070358,4.8505566042532635,52.3994836386329,131.29582595988916,127.81151048151865
0,27,4.048301894471769,4.8303895872549365,4.805922996987378,45.73368867945984,125.25975075259768,122.23225897773101
0,28,4.0096643149895534,4.832177581765432,4.806182496291821,44.27222883039244,125.48391484169011,122.26398227982561
0,29,3.9690352525589754,4.834823020071211,4.808758558654378,43.028191716503486,125.81631427401314,122.57934794928906
0,30,3.9304139703407324,4.838512023414192,4.811717933187628,41.88546350286846,126.28130823277384,122.94264344849479
