,epoch,train_loss,dev_loss,test_loss,train_ppl,dev_ppl,test_ppl
0,1,6.257012748824211,5.722442804708588,5.693791931770694,301.6304782686873,305.6506566083826,297.0177590424221
0,2,5.643735647048685,5.453711298213524,5.4274005991480125,217.93353589082113,233.62360583244032,227.5569642027221
0,3,5.4167465361503995,5.301628448143823,5.267029520046016,178.51544303098495,200.66331385630144,193.8393106165825
0,4,5.268757393995886,5.1840587097332715,5.158604443042209,151.32338476287254,178.40543942530797,173.9215687079609
0,5,5.157669365251505,5.121371173384447,5.093664793311215,136.1041273781376,167.56497280311785,162.98607917270581
0,6,5.070598253894507,5.063017908316611,5.027121969303347,123.11550182883342,158.0668284248126,152.4934995600691
0,7,4.9978295859836255,5.0238260786444275,4.986729747174475,113.6463250638885,151.99172501057535,146.4566890955196
0,8,4.933370278783296,4.986951826431311,4.954166777147368,105.88600660599445,146.48921770002315,141.76443578099307
0,9,4.878280392198104,4.946283658733929,4.9127434969818164,97.87016916506117,140.6512832680517,136.01205166337252
0,10,4.8290835935578444,4.924728354968746,4.898871372608254,93.17885991073197,137.65194409700342,134.13830205813034
0,11,4.78443640539255,4.896552230763425,4.866884714605261,87.88792321212624,133.8275767561256,129.9155617737001
0,12,4.744846305199587,4.887171008455125,4.8570097509521695,84.32279135824416,132.57798103965314,128.6389638760602
0,13,4.706059315605259,4.890009407686195,4.860023912740803,81.99596337724302,132.9548248426695,129.02728746657007
0,14,4.671892304752992,4.848011088056276,4.813891343050074,76.26187593054951,127.48657794739488,123.2101387854851
0,15,4.640952902702064,4.830865881717041,4.7954752902092155,72.98857966940587,125.3194254884507,120.96186011032813
0,16,4.611556399304433,4.825074591394818,4.791183890831363,70.78757643645638,124.59576180824797,120.443876690905
0,17,4.584161313414559,4.821090815734213,4.78925240266973,68.52819818158831,124.10038762989058,120.21146529112275
0,18,4.555436288251324,4.811956196614398,4.771406678516156,65.99884482762106,122.9719396739899,118.0852331457239
0,19,4.530478836550208,4.811999676467716,4.770909695359275,64.23329028505181,122.97728659212989,118.02656135442773
0,20,4.50771079487444,4.797821748139828,4.757021811968898,61.766791112352095,121.24602528672031,116.39875181126206
0,21,4.483647524538797,4.805764777878161,4.766342137676928,60.74556558587031,122.21292102845489,117.48869752452863
0,22,4.46377646295146,4.786606235127504,4.749984073400101,58.28963265210711,119.89378611499946,115.58244367719261
0,23,4.441978973937305,4.778087353994264,4.746667424142213,56.88365762296846,118.87676330125299,115.19973226173579
0,24,4.42322331252625,4.772424769032355,4.737335473133477,55.025090045820114,118.20551582062852,114.12969453922102
0,25,4.401370173265702,4.776452898582895,4.735077086233141,53.75106411600919,118.68262323205208,113.87223636164849
0,26,4.384617974635944,4.780766976843301,4.743765859566666,52.82899138838556,119.19573536396665,114.86595726851391
0,27,4.367944774834254,4.769505417362196,4.736277756972648,51.406084836131086,117.86093557078651,114.00904153644039
0,28,4.350247217367092,4.7605183439475605,4.729490635804765,49.99665214438645,116.80645612946603,113.2378683405988
0,29,4.335344309125949,4.766311645941363,4.7268684446462395,49.18325012411115,117.48511514484852,112.94132596873462
0,30,4.31825550840824,4.766373626236415,4.731094300417334,48.133879793018856,117.49239713261704,113.41960958991525
0,31,4.302227213660218,4.75571523526291,4.716820498008269,46.77613095183969,116.24676722492106,111.81217985212474
0,32,4.288028174711354,4.766180068746448,4.728652782445277,46.2693625253635,117.46965779989287,113.14303134748299
0,33,4.273155263303439,4.762519527087921,4.7253004628173105,45.25307548150758,117.04044128564504,112.76437478625373
0,34,4.258071338231376,4.754522022670567,4.716325674811155,44.06719236539563,116.10814283907783,111.75686627816243
0,35,4.246572748920707,4.765050716321565,4.7280387766404965,43.630002217743716,117.33706804138156,113.07358219273914
0,36,4.233456738828147,4.75180917949327,4.715026949346312,42.36921005953508,115.79358651984562,111.61181899874107
0,37,4.220095064394564,4.7554130821916285,4.720166610855292,41.74431542370274,116.21164821310333,112.18694267325851
0,38,4.209087156255208,4.7677279598487,4.729786208920048,41.497717731649026,117.65162883732772,113.27134335702604
0,39,4.196753217898359,4.749955729351648,4.7076194231824955,40.05776888838932,115.57916764923696,110.78810613314123
0,40,4.18272352894082,4.74886398131171,4.710245003243416,39.395745239159105,115.45305317463992,111.07937137837781
0,41,4.172352156276673,4.753135370513833,4.7155965518402265,38.87752133809195,115.94725280743033,111.67541147869134
0,42,4.161416731205882,4.749521312342396,4.712079771137614,38.14048862070016,115.52896899725849,111.28336332440117
0,43,4.15059891626939,4.749000941462299,4.713129027456018,37.58114373802966,115.46886672507705,111.40018937602073
