,epoch,train_loss,dev_loss,test_loss,train_ppl,dev_ppl,test_ppl
0,1,6.695078734332386,6.252321309456688,6.2236797854181765,527.4145829575192,519.2166894677189,504.55647972883696
0,2,6.093233155110291,5.908731334462459,5.884668209573101,371.31632191934983,368.238687209607,359.4834750319231
0,3,5.776886797005719,5.687994892019019,5.655008885875869,288.70230667332027,295.30091639679966,285.71902157899217
0,4,5.550965773491416,5.562550735744601,5.53173077725184,247.85887192980653,260.4864216744735,252.58069384675431
0,5,5.378912889989167,5.3770884688765275,5.343199756455847,199.78207382987372,216.39132727386342,209.18096874195896
0,6,5.240714124659005,5.310475342733342,5.274843770358242,181.0373313790432,202.446436963014,195.35995311279436
0,7,5.126156815533502,5.229085462190564,5.195540270240263,161.87954270941407,186.62205252983765,180.46561666559873
0,8,5.025267047018346,5.150654590995258,5.120176580186843,144.60406340601972,172.54439936830715,167.3649203408963
0,9,4.936574389768279,5.122657574928523,5.088383188928851,135.39710647523012,167.78066734801777,162.12752046222172
0,10,4.853185049919123,5.035601238690243,5.007630393047134,120.0222853143146,153.79203053944008,149.54994137210105
0,11,4.777322489766029,5.014871198911866,4.993015062516684,113.78165406845419,150.63673334118525,147.3801145405132
0,12,4.707194882086424,4.994517001815776,4.971167404628094,106.33656958053207,147.601636841328,144.19512320634635
0,13,4.638827760254112,4.95872726256171,4.942297053407711,98.97398746058967,142.41242687653704,140.09167831622761
0,14,4.573879466959505,4.914960364520439,4.897439524105747,90.63564856653403,136.31390682840262,133.9463737701062
0,15,4.512261416551757,4.919417888838081,4.891177564880226,85.98443472959438,136.9228856435187,133.1102277276178
0,16,4.452622770096041,4.928569898511863,4.912500495301119,84.13501494022043,138.18175703221942,135.97900452164131
0,17,4.393459566900833,4.8979388274257705,4.888523328111693,77.15290115539041,134.01327033868435,132.75739013132028
0,18,4.336006539959151,4.901993074022855,4.8847662146441895,73.02916102169829,134.55769605625238,132.25954137571142
0,19,4.280962988850513,4.879378417066966,4.863358418907463,67.607959064734,131.54886993519023,129.4582478730431
0,20,4.225315394408143,4.873587140618341,4.854804152723754,62.97470448082365,130.78923581160154,128.35555066795732
0,21,4.170953918951914,4.896522159741707,4.877141662177923,60.70898661297766,133.82355248466578,131.25495618626138
0,22,4.117293190741128,4.905210028224446,4.884958432443211,57.97802294488519,134.99125900410598,132.2849664571526
0,23,4.064055663407707,4.914493573472351,4.902323460033098,55.246924067218934,136.25029156563784,134.60215938122576
