,epoch,train_loss,dev_loss,test_loss,train_ppl,dev_ppl,test_ppl
0,1,6.703172983274222,6.37242182782977,6.346772211983517,598.7514898645505,585.4740306016582,570.6478029925461
0,2,6.132742380080476,5.9605856517039,5.93917600464446,392.5764147709065,387.8371952532654,379.62199386727076
0,3,5.82620146701209,5.771604180447773,5.733443945617873,315.7386052573262,321.0523456665561,309.03172626313903
0,4,5.607054836285259,5.543393191892936,5.51331991327985,244.91576071499955,255.54363859090702,247.97301091316396
0,5,5.436152321344309,5.41977668086953,5.391039321248284,211.02159586592367,225.8286850048435,219.43132672178783
0,6,5.299563445823739,5.3348729997047695,5.303610927638666,186.9361340066066,207.44640138068925,201.0615193480801
0,7,5.189698309544859,5.252702583652241,5.221226542836918,167.9668187101789,191.08198631185616,185.16115293451924
0,8,5.09220136623282,5.178842604873295,5.150718851989825,150.40209533679925,177.47728073662364,172.55548759928402
0,9,5.007249354122352,5.1253058434481105,5.09516211714589,138.30453216983034,168.22558447753588,163.23030491065137
0,10,4.927076482499734,5.065569658221161,5.037087942985404,126.79439199648223,158.47069049751775,154.02084385853138
0,11,4.85722295246693,5.046844041068067,5.02318367990012,118.96625233918553,155.53084017713326,151.89411707224858
0,12,4.790180872272261,5.04822605250657,5.021415982480789,115.10189134508363,155.7459341742452,151.62585140960363
0,13,4.724934528419699,4.9810805201378034,4.95385274506556,104.49761497159058,145.6316546055154,141.71992418949813
0,14,4.667092481056026,4.975881653222226,4.959457368948538,101.20573937202924,144.87649969035172,142.51644106505452
0,15,4.608969054931264,4.949677619224144,4.9309336726506,94.12153263615184,141.1294591624003,138.5087738406095
0,16,4.554779504987734,4.9213553019893626,4.894758443009636,86.81616686671282,137.18841898371045,133.58773366593158
0,17,4.50802938865161,4.905113606724588,4.8790235209191355,83.093401343369,134.9782435719389,131.50219203139287
0,18,4.45121276039736,4.89494600118536,4.8726161926771505,77.88738808080788,133.61279148738333,130.66230790252808
0,19,4.404531283153276,4.869225059711962,4.836607739240123,72.42429078342457,130.21996508844535,126.04106155759666
0,20,4.3589274657413295,4.8744600881583855,4.853223409753206,70.07612563772294,130.90345780091647,128.15281381315287
0,21,4.310206018257623,4.864860384442925,4.84848700900887,66.1030711948779,129.6528357952251,127.54726592120822
0,22,4.263124802822684,4.859739709120614,4.843829403348603,62.467573783789064,128.99062265475183,126.9545823680756
0,23,4.216494551880725,4.870792713753286,4.85205518806447,59.89752560823706,130.42426503695765,128.0031903302991
0,24,4.173669317557327,4.890347999760264,4.863579554098899,58.29171442750694,132.99984991470657,129.48687881300694
0,25,4.129466950740079,4.878538564992808,4.858157744741813,54.83334989870688,131.4384347250335,128.78672540612777
0,26,4.082810933488974,4.825716987498224,4.8067643385577545,47.52109858350558,124.6758273542785,122.33514133198196
0,27,4.042634414696326,4.824789620773547,4.805849713524784,45.9851137991209,124.5602607352194,122.22330170276658
0,28,3.9984790455171435,4.826986053982721,4.807763394431892,44.682941156033806,124.83414970774841,122.4574220460051
0,29,3.9596350199057206,4.829835392545106,4.8104952407893355,43.47925006537576,125.19035169344784,122.79241427367508
0,30,3.920875437334857,4.8341550271811515,4.81424736400496,42.33769953679099,125.73229793490736,123.25401198617321
